,country_name,email,email_body,name_of_id_number,subject,prompt,sent
104,SERBIA,embassy.london@mfa.rs,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Serbia, as a foreign investor (no residence in Serbia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Serbia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the PIB (Porezni Identifikacioni Broj). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a PIB from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",PIB (Porezni Identifikacioni Broj),How should I get a PIB (Porezni Identifikacioni Broj) in Serbia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Serbia, but I want to get information on how to get an ID number for taxpayers in Serbia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Serbia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Serbia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Serbia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Serbia. Make sure to customize the information for Serbia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Serbia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Serbia?
Body:
```md
[FILL]
```
",True
105,SIERRA LEONE,info@slhc-uk.org,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Sierra Leone, as a foreign investor (no residence in Sierra Leone).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Sierra Leone, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the National Tax Identification Number (NTIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an NTIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Tax Identification Number (NTIN),How should I get a National Tax Identification Number (NTIN) in Sierra Leone?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Sierra Leone, but I want to get information on how to get an ID number for taxpayers in Sierra Leone.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Sierra Leone. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Sierra Leone asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Sierra Leone.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Sierra Leone. Make sure to customize the information for Sierra Leone. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Sierra Leone: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Sierra Leone?
Body:
```md
[FILL]
```
",True
106,SINGAPORE,singhc_lon@mfa.sg,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Singapore, as a foreign investor (no residence in Singapore).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Singapore, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the National Registration Identity Card (NRIC). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an NRIC from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Registration Identity Card (NRIC),How should I get a National Registration Identity Card (NRIC) in Singapore?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Singapore, but I want to get information on how to get an ID number for taxpayers in Singapore.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Singapore. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Singapore asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Singapore.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Singapore. Make sure to customize the information for Singapore. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Singapore: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Singapore?
Body:
```md
[FILL]
```
",True
107,SLOVAK REPUBLIC,emb.dublin@mzv.sk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Slovak Republic, as a foreign investor (no residence in Slovak Republic).

In order to do that, I am trying to understand the process of obtaining the numbers that identify taxpayers in Slovak Republic, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are the Identification Number (IČO) for individuals and Tax Identification Number (DIČ) for legal entities. Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an IČO or DIČ from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Identification Number (IČO) for individuals and Tax Identification Number (DIČ) for legal entities,How should I get an Identification Number (IČO) or Tax Identification Number (DIČ) in Slovak Republic?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Slovak Republic, but I want to get information on how to get an ID number for taxpayers in Slovak Republic.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Slovak Republic. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Slovak Republic asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Slovak Republic.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Slovak Republic. Make sure to customize the information for Slovak Republic. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Slovak Republic: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Slovak Republic?
Body:
```md
[FILL]
```
",True
108,SLOVENIA,sloembassy.dublin@gov.si,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Slovenia, as a foreign investor (no residence in Slovenia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Slovenia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Unique Identification Number (UIN) or Osebna številka (OŠ). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a UIN/OŠ from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Unique Identification Number (UIN) or Osebna številka (OŠ),How should I get a Unique Identification Number (UIN) or Osebna številka (OŠ) in Slovenia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Slovenia, but I want to get information on how to get an ID number for taxpayers in Slovenia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Slovenia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Slovenia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Slovenia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Slovenia. Make sure to customize the information for Slovenia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Slovenia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Slovenia?
Body:
```md
[FILL]
```
",True
109,SOUTH AFRICA,Dublin.info@dirco.gov.za,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in South Africa, as a foreign investor (no residence in South Africa).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in South Africa, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the South African Tax Reference Number (SARS). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a SARS from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",South African Tax Reference Number (SARS),How should I get a South African Tax Reference Number (SARS) in South Africa?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in South Africa, but I want to get information on how to get an ID number for taxpayers in South Africa.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for South Africa. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of South Africa asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of South Africa.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of South Africa. Make sure to customize the information for South Africa. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in South Africa: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in South Africa?
Body:
```md
[FILL]
```
",True
110,SPAIN,emb.dublin@maec.es,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Spain, as a foreign investor (no residence in Spain).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Spain, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Número de Identificación de Extranjeros (NIE). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a NIE from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Número de Identificación de Extranjeros (NIE),How should I get a Número de Identificación de Extranjeros (NIE) in Spain?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Spain, but I want to get information on how to get an ID number for taxpayers in Spain.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Spain. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Spain asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Spain.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Spain. Make sure to customize the information for Spain. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Spain: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Spain?
Body:
```md
[FILL]
```
",True
111,SRI LANKA,mail@slhc-london.co.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Sri Lanka, as a foreign investor (no residence in Sri Lanka).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Sri Lanka, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the National Identity Card (NIC). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a NIC from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National Identity Card (NIC),How should I get a National Identity Card (NIC) in Sri Lanka?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Sri Lanka, but I want to get information on how to get an ID number for taxpayers in Sri Lanka.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Sri Lanka. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Sri Lanka asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Sri Lanka.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Sri Lanka. Make sure to customize the information for Sri Lanka. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Sri Lanka: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Sri Lanka?
Body:
```md
[FILL]
```
",True
112,SUDAN,sudanidublin@gmail.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Sudan, as a foreign investor (no residence in Sudan).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Sudan, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the National ID Number (NIN) or the Taxpayer Registration Number (TRN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a NIN or TRN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",National ID Number (NIN) or Taxpayer Registration Number (TRN),How should I get a National ID Number (NIN) or Taxpayer Registration Number (TRN) in Sudan?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Sudan, but I want to get information on how to get an ID number for taxpayers in Sudan.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Sudan. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Sudan asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Sudan.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Sudan. Make sure to customize the information for Sudan. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Sudan: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Sudan?
Body:
```md
[FILL]
```
",True
113,SWEDEN,ambassaden.dublin@gov.se,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Sweden, as a foreign investor (no residence in Sweden).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Sweden, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Personnummer. Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a Personnummer from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Personnummer,How should I get a Personnummer in Sweden?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Sweden, but I want to get information on how to get an ID number for taxpayers in Sweden.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Sweden. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Sweden asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Sweden.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Sweden. Make sure to customize the information for Sweden. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Sweden: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Sweden?
Body:
```md
[FILL]
```
",True
115,SYRIA,info@syrianembassy.co.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Syria, as a foreign investor (no residence in Syria).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Syria, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the Taxpayer Identification Number (TIN) or the Syrian ID Number for non-Syrian residents (known as ""Governmental ID Number"" or ""Hoja Syriya""). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN or Hoja Syriya from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.","Taxpayer Identification Number (TIN) or Syrian ID Number for non-Syrian residents (known as ""Governmental ID Number"" or ""Hoja Syriya"")",How should I get a Taxpayer Identification Number (TIN) or Syrian ID Number for non-Syrian residents in Syria?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Syria, but I want to get information on how to get an ID number for taxpayers in Syria.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Syria. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Syria asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Syria.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Syria. Make sure to customize the information for Syria. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Syria: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Syria?
Body:
```md
[FILL]
```
",True
